,sentence_id,words,labels
6204,1370,Washington,I-PER
286,69,',O
17060,5293,Cárdenas,I-PER
15880,4915,Pierre,I-PER
523,123,Kupa,I-ORG
14884,4499,Andreschaqa,B-PER
3399,756,Piluta,B-ORG
3007,670,Runallaqtapura,I-ORG
1590,352,willakuykuna,O
10885,2398,mamallaqta,I-ORG
9089,2005,llaqta,I-ORG
10390,2292,Valiente,I-PER
6937,1530,Piluta,B-ORG
4565,1005,1,O
13836,3841,Phirriñaphi,B-LOC
8468,1865,',O
5998,1322,',O
5602,1235,XIV,I-PER
4117,913,),I-LOC
9789,2155,Ramón,I-LOC
8380,1851,Binidiktu,B-PER
2255,498,Siwis,B-LOC
12264,2967,Pastor,I-LOC
3260,724,quchakuna,I-LOC
17412,5393,amachana,I-LOC
3905,869,.,O
5064,1108,),O
11530,2641,Tomás,I-LOC
8561,1885,oboe,O
15724,4854,Morillo,I-PER
7934,1749,Rikch'arimuy,I-ORG
5002,1097,Fujimori,I-PER
1570,349,.,O
10406,2296,ñukch'u,I-LOC
5611,1238,Moore,I-PER
4960,1087,Piruw,I-ORG
9983,2198,.,O
4375,967,.,O
6984,1542,Chumpi,B-ORG
14559,4313,Lamas,B-LOC
3499,780,.,O
16479,5107,Luis,B-PER
4394,971,Simi,I-ORG
737,168,Tantanakuy,I-ORG
4767,1048,Waqanki,B-ORG
9355,2065,John,B-PER
10982,2416,),O
13805,3822,Qiruwillka,B-LOC
5770,1274,la,I-PER
7797,1718,-,O
7484,1651,',O
8642,1903,-,O
12183,2936,distritu,I-LOC
2096,461,Hayt'ay,I-ORG
12,3,mama,I-ORG
14913,4527,Qispi,B-PER
15613,4809,Sonsoles,I-PER
1981,432,(,O
11777,2748,Anra,B-LOC
8582,1889,(,O
2337,516,',O
691,159,pruwinsya,I-LOC
5745,1269,',O
17327,5374,risirwa,I-LOC
662,154,(,O
11420,2596,Valera,B-LOC
12251,2962,distritu,I-LOC
9345,2061,parki,I-ORG
263,62,Suntur,I-ORG
15222,4663,Itzalkupi,I-PER
5889,1299,Niwiswan,I-LOC
6810,1503,),O
12629,3136,distritu,I-LOC
3452,770,Alberto,B-PER
13461,3585,Chincha,B-LOC
5662,1251,.,O
7670,1689,',O
1648,365,',O
6743,1487,Sankay,B-ORG
6427,1416,Ikwadur,B-LOC
8300,1832,",",O
17242,5355,Sonene,I-LOC
15795,4881,José,B-PER
9293,2049,suyukuna,I-ORG
10805,2380,singultus,O
16591,5140,Ortiz,I-PER
5370,1183,Waldheim,I-PER
369,89,Pachantin,I-ORG
2736,609,Uru,B-LOC
13271,3458,Kitu,B-LOC
2764,616,.,O
13825,3835,Victor,B-LOC
10040,2211,Pachantin,I-ORG
6911,1524,interim,O
15977,4946,García,I-PER
17193,5341,Ibrahimovic,I-PER
11,3,Kutupaksi,B-ORG
11945,2824,Aqupanpa,B-LOC
17398,5391,ñan,I-LOC
9098,2007,risirwa,I-ORG
2280,503,Villarroel,I-LOC
603,141,Piruw,B-ORG
5111,1118,1970,I-ORG
9731,2144,Cristal,I-ORG
1311,295,.,O
15728,4856,Alighieri,I-PER
10089,2225,Kaa,B-ORG
2064,453,sallqa,I-ORG
4022,893,Aqutanku,B-LOC
14438,4217,Chuqiwanka,B-LOC
8148,1799,Lumu,B-LOC
12660,3152,Willkawaman,B-LOC
11622,2679,pruwinsya,I-LOC
12619,3131,distritu,I-LOC
1182,269,.,O
15034,4584,Llaqtap,I-ORG
10835,2385,',O
8958,1974,Abad,I-ORG
14686,4380,Banda,I-LOC
16805,5210,Adrien,I-PER
13452,3580,Palpa,B-LOC
8310,1835,suyu,I-LOC
15265,4682,Macedonio,B-PER
4603,1014,',O
7677,1691,amachasqa,I-ORG
6340,1397,Anqash,B-LOC
13817,3829,Esperanza,I-LOC
15031,4583,Yachay,I-ORG
12048,2874,distritu,I-LOC
2539,563,Cash,I-PER
884,201,ZIP,O
3925,873,Eielson,I-PER
5622,1241,Johann,B-PER
59,14,(,I-LOC
2986,665,",",O
4709,1034,Kuntur,B-LOC
8174,1806,.,O
4267,945,',O
13335,3500,Qunchamarka,B-LOC
11474,2619,Nieva,B-LOC
9407,2078,Pachantin,I-ORG
9095,2007,sallqa,I-ORG
7373,1630,Piluta,B-ORG
1652,366,Musuq,B-ORG
5983,1318,Uru,I-LOC
56,14,:,I-LOC
16261,5043,Chávez,I-PER
9432,2083,suyu,I-LOC
7841,1726,suyu,I-ORG
7694,1696,pusapuna,O
5636,1245,rimanku,O
2635,584,Cruzeiro,B-ORG
3661,817,sach'a-sach'a,I-LOC
4502,991,',O
13905,3886,Patiwillka,B-LOC
1694,375,Kamasqa,O
12339,3004,Maqhis,B-LOC
9024,1990,.,O
17405,5392,Santa,I-LOC
7855,1730,marka,I-LOC
7188,1588,",",O
1407,317,Menuhin,I-PER
10157,2242,.,O
16206,5023,Aloysius,I-PER
8616,1897,mama,I-LOC
9324,2055,Pachantin,I-ORG
13739,3768,Rasuri,B-LOC
13497,3604,Yauca,B-LOC
9200,2030,.,O
4675,1026,.,O
12063,2882,Chaqña,B-LOC
17393,5390,llaqta,I-LOC
15367,4719,Obregón,I-PER
14538,4299,Limpani,B-LOC
4155,921,',O
6552,1443,.,O
13561,3639,Chupaka,B-LOC
14055,3981,Asanqaru,B-LOC
9360,2066,Pachantin,I-ORG
11534,2643,Trita,B-LOC
15699,4845,Cristóbal,B-PER
15343,4713,Alfredo,B-PER
10158,2242,',O
17252,5357,parki,I-LOC
1017,231,Llankanati,B-ORG
8247,1823,Castro,I-PER
6043,1332,distritu,I-LOC
12443,3051,Tutu,B-LOC
8710,1917,Warayu,B-LOC
12247,2961,distritu,I-LOC
13377,3535,Kiski,B-LOC
15197,4654,Espinoza,I-PER
4075,904,Rowling,I-PER
6726,1483,Puyewe,B-ORG
4808,1057,1998,I-ORG
16671,5164,Ludwig,I-PER
11231,2521,distritu,I-LOC
2547,565,.,O
4852,1067,(,I-LOC
10718,2362,Pachantin,I-ORG
14287,4132,Ayawaka,B-LOC
7613,1675,1970,I-ORG
9262,2043,-,O
8585,1890,Mishiku,B-LOC
2827,630,1883-1966,O
7464,1647,ñiqin,I-PER
8939,1971,',O
17358,5381,risirwa,I-LOC
1937,423,',O
6187,1366,San,I-ORG
13229,3420,Ana,I-LOC
1322,299,mayu,I-LOC
7269,1606,),O
16533,5124,Santos,I-PER
4132,917,Centro,B-ORG
12040,2871,distritu,I-LOC
17020,5281,Guzmán,I-PER
12600,3122,distritu,I-LOC
8643,1903,2,O
13184,3386,Aqupampa,B-LOC
8628,1899,.,O
11753,2737,distritu,I-LOC
10416,2298,-,O
9832,2164,ñiqin,I-LOC
6207,1371,walla,I-ORG
6063,1337,Tunki,B-LOC
410,99,Disney,I-PER
1659,367,(,O
11227,2519,distritu,I-LOC
12769,3203,Qunchan,B-LOC
1228,279,',O
11171,2482,mayu,I-LOC
11345,2567,Martín,I-LOC
580,137,Mao,B-PER
11591,2663,mayu,I-LOC
8122,1792,Kunti,I-LOC
12474,3064,distritu,I-LOC
7210,1593,Paqaqi,I-ORG
6634,1463,officinarum,O
4308,953,(,I-ORG
5421,1190,.,O
15637,4819,Mora,I-PER
11917,2811,distritu,I-LOC
6742,1486,Torre,I-PER
1917,421,[[Wampurushu,O
2719,605,Bernardo,I-PER
6679,1473,llaqtapi,O
11564,2657,Hukllachasqa,B-LOC
13136,3362,Qulcha,B-LOC
11742,2732,distritu,I-LOC
9063,1998,.,O
2235,494,Mejor,O
17366,5383,Quchas,I-LOC
14266,4115,Puerto,B-LOC
7873,1735,José,B-PER
11404,2588,Chisquilla,B-LOC
2858,637,llaqta,I-ORG
9687,2135,Tenerife,I-LOC
7705,1698,Kuntamana,B-LOC
17495,5422,Parina,B-LOC
1447,325,Matías,I-ORG
10870,2394,suyu,I-ORG
12550,3099,distritu,I-LOC
5639,1246,Kathuliku,I-ORG
11057,2434,Allen,I-PER
17095,5305,Inka,I-PER
16992,5273,Sara,B-PER
12444,3051,distritu,I-LOC
8306,1834,Hayt'ay,I-ORG
16244,5036,Eliza,I-PER
3377,751,',O
3378,751,Griguryu,B-PER
5477,1204,PUSAPUNA,O
4438,979,distritu,I-LOC
14911,4525,Soniata,B-PER
4691,1030,Altafini,I-PER
15738,4861,Padilla,I-PER
13384,3539,Yakus,B-LOC
3921,872,Chakraruna,I-ORG
6223,1374,Christoph,B-PER
16560,5132,Marco,B-PER
7568,1666,",",O
11197,2502,Wachu,B-LOC
8573,1887,Abad,I-ORG
12514,3082,distritu,I-LOC
12330,2999,distritu,I-LOC
9288,2048,penetrans,O
6118,1349,Hayt'ay,I-ORG
11084,2441,de,I-PER
16310,5057,Guillermo,I-PER
11823,2769,Qispillaqta,B-LOC
5237,1150,pruwinsya,I-LOC
14458,4230,Makusani,B-LOC
10334,2280,wari,I-ORG
7052,1556,m,O
5397,1186,Paine,I-ORG
13251,3440,Larya,B-LOC
581,137,Zedong,I-PER
9039,1994,kachi,I-LOC
4401,972,Antikuna,B-LOC
15811,4887,Dibós,I-PER
760,172,Humboldtpa,I-PER
12029,2867,Turpu,B-LOC
13576,3650,Toledo,I-LOC
15335,4710,Alexander,B-PER
2254,497,),O
10527,2321,',O
16548,5129,Manuel,B-PER
2738,609,",",O
7476,1650,Piluta,B-ORG
3295,733,General,B-LOC
11180,2489,vilkaswamanmanmi,B-LOC
1695,375,",",O
5246,1153,',O
7561,1665,Wallqa,B-LOC
14569,4317,pruwinsya,I-LOC
7843,1727,parki,I-LOC
1575,350,2014,I-ORG
65,16,PUSAPUNA,O
15994,4950,Azpilicueta,I-PER
3318,737,Yura,B-LOC
14505,4269,Muhu,B-LOC
16360,5069,Alberto,I-PER
813,185,(,O
2166,478,llaqtayuq,O
15665,4830,Jagger,I-PER
6077,1340,John,B-PER
8480,1868,II,I-PER
6236,1375,kawsaykuska,I-ORG
14005,3948,Eulalia,I-LOC
12539,3094,Prado,I-LOC
5908,1304,Alcides,I-LOC
8854,1949,',O
4136,917,Minas,I-ORG
6989,1543,Piluta,B-ORG
16134,4999,Hernando,B-PER
8651,1904,Maestra,O
4059,900,Karl-Heinz,B-PER
10742,2368,(,O
12023,2864,Paqupampa,B-LOC
16739,5187,Nicolas,B-PER
4751,1043,',O
11045,2432,.,O
1658,367,',O
15743,4864,Deodoro,B-PER
17475,5411,wallanka,I-LOC
5395,1185,1998,I-ORG
14301,4139,Wankapampa,B-LOC
14995,4577,Llaqtap,I-ORG
8002,1763,Kamasqa,O
709,163,qucha,I-ORG
9050,1996,Piérola,I-PER
3860,862,Yachay,I-ORG
8322,1837,",",O
12943,3270,Qatachi,B-LOC
161,39,(,O
10728,2364,'Croton,O
4711,1034,'Vultur,O
16719,5180,Nataniel,B-PER
16912,5243,Chung,I-PER
8560,1885,para,O
5306,1167,Piluta,B-ORG
1620,359,Huwan,B-PER
10117,2232,pusapuna,O
15245,4673,Fernando,B-PER
7342,1623,Pachantin,I-ORG
3936,874,",",O
12696,3168,distritu,I-LOC
10426,2301,Puna,B-LOC
16696,5172,Rooney,I-PER
13374,3532,Chinchaw,B-LOC
11654,2694,Sukcha,B-LOC
5272,1159,(,O
1556,346,1930,I-ORG
11107,2446,>,O
3435,765,ch'unqa,I-LOC
12547,3098,Pukyu,B-LOC
5772,1274,Agüero,I-PER
5049,1105,',O
6122,1350,REDIRECCIÓN,O
937,213,Kupa,I-ORG
3453,770,Fujimori,I-PER
8564,1886,'Baccharis,O
17127,5316,Gogh,I-PER
2683,595,Mamallaqtap,I-ORG
3637,812,Iskuchaka,B-LOC
16649,5157,Porres,I-PER
12203,2943,distritu,I-LOC
10601,2337,Casas,I-PER
12597,3121,Pawsa,B-LOC
13080,3336,Santiago,B-LOC
11114,2447,2,O
8260,1826,walla,I-ORG
5539,1220,-,O
767,173,.,O
5069,1110,***,O
6992,1543,Kupa,I-ORG
14,3,parki,I-ORG
13422,3558,Yanajankamanta,I-LOC
14944,4548,Garcíaqa,I-PER
9236,2038,PUSAPUNA,O
10256,2262,Piluta,B-ORG
9892,2179,',O
13045,3319,distritu,I-LOC
13186,3387,Chuqlluqucha,B-LOC
5945,1313,Piluta,B-ORG
488,115,runakunap,I-ORG
6831,1507,Mateo,I-LOC
4277,947,Inkallaqta,B-ORG
8238,1821,qhapaq,I-ORG
6361,1401,',O
3595,802,.,O
12038,2871,María,I-LOC
873,200,',O
5643,1247,pruwinsya,I-LOC
6578,1450,Chukirawa,B-LOC
16664,5162,Murville,I-PER
9264,2043,.,O
9604,2116,Uru,I-LOC
5738,1268,Josef,B-PER
10497,2316,',O
6519,1436,'Phoenicoparrus,O
16341,5064,Moralespa,I-PER
6757,1490,1994,I-ORG
2422,535,',O
9441,2084,Uru,B-LOC
10817,2382,Federico,B-PER
2746,611,'Sucre,O
11853,2781,distritu,I-LOC
4708,1033,',O
2210,488,13,O
8430,1858,Friedrich,I-PER
5633,1244,(,I-PER
2201,486,Ikwadur,I-LOC
12632,3138,Askipata,B-LOC
3054,679,Antikuna,B-LOC
5907,1304,Daniel,B-LOC
919,209,),I-LOC
8907,1962,wat'a,I-LOC
6365,1402,llaqtanqa,I-LOC
15004,4578,Yachay,I-ORG
14533,4295,Qhawanillas,B-LOC
534,126,Carl,B-PER
554,131,Chakamarka,B-ORG
7848,1729,llaqta,I-ORG
11351,2568,distritu,I-LOC
9011,1988,mama,I-ORG
9202,2030,Stoichkov,I-PER
207,50,IX,I-PER
15362,4718,María,I-PER
7182,1586,.,O
13820,3831,Moche,B-LOC
10616,2340,Amachanapaq,I-ORG
5527,1217,Pachakuti,B-ORG
14346,4163,Mossa,I-LOC
17080,5300,Blair,I-PER
4091,908,),O
3497,780,Orbegoso,I-PER
17317,5372,llaqta,I-LOC
11849,2779,distritu,I-LOC
16791,5204,Dutra,I-PER
16622,5149,Stuart,I-PER
16925,5248,Pittman,I-PER
10146,2239,R.,I-PER
9248,2041,.,O
6092,1343,5,O
8576,1888,Siwis,B-LOC
6111,1347,llaqtamanta,O
2589,573,.,O
6216,1373,m,O
12222,2951,Santa,B-LOC
2654,588,',O
2551,566,',O
11771,2745,Ulliru,B-LOC
3176,705,llaqta,I-ORG
6852,1514,Punu,B-LOC
2228,493,Wantar,B-LOC
7257,1604,Manuel,B-PER
10179,2246,Pleiades,O
14641,4356,Soritor,B-LOC
4140,918,7,O
10313,2276,.,O
125,29,gryphus,O
11495,2629,Uchuy,B-LOC
10838,2386,PUSAPUNA,O
13812,3827,de,I-LOC
1779,388,Tunkurawa,B-LOC
14832,4459,Qallaw,I-LOC
6841,1510,'Oreailurus,O
12979,3287,pruwinsya,I-LOC
7199,1590,Umalliqmi,O
2122,468,.,O
9518,2098,Kupa,I-ORG
11995,2850,Kuraqwasi,B-LOC
2933,655,Hayt'ay,I-ORG
10924,2404,',O
15486,4761,Baca,I-PER
2789,622,',O
8548,1883,'Harpia,O
14003,3947,distritu,I-LOC
16035,4962,Humboldt,I-PER
847,192,1954,I-ORG
9060,1998,Román,I-PER
302,74,Romaña,I-PER
472,113,",",O
6407,1411,parki,I-ORG
13742,3769,distritu,I-LOC
15162,4636,José,B-PER
3684,822,T'uru,B-ORG
9139,2017,Mendoza,I-PER
14035,3965,Santa,B-LOC
16253,5040,Jonathan,B-PER
1467,329,Johann,B-PER
4610,1015,la,O
373,90,-,O
16736,5186,Nicholas,B-PER
13376,3534,Kayran,B-LOC
790,179,kancha,I-ORG
16010,4955,Plutarco,I-PER
14319,4150,distritu,I-LOC
1669,369,Pachantin,I-ORG
9146,2019,',O
3962,880,P'allqa,B-LOC
4734,1039,(,O
703,162,K'upuraki,B-LOC
9061,1998,Riquelme,I-PER
2039,447,Pawlu,B-PER
11764,2741,distritu,I-LOC
12435,3048,Parado,I-LOC
5422,1191,Πλάτων,O
15943,4937,Francesco,B-PER
8317,1836,Balta,I-PER
4478,987,",",O
10381,2290,Egretta,O
3442,767,Huñunakuynin,I-ORG
1218,277,Kashamarka,B-LOC
5751,1271,Piluta,B-ORG
7912,1743,.,O
17101,5307,Valery,B-PER
12484,3068,Saksamarka,B-LOC
3700,826,San,B-LOC
16535,5125,María,I-PER
11348,2567,distritu,I-LOC
6479,1428,.,O
5690,1257,Huwan,B-PER
16554,5130,y,I-PER
12302,2985,distritu,I-LOC
8933,1970,Buliwyap,B-LOC
14196,4067,Tawamanu,B-LOC
1357,306,(,O
16943,5255,Palominoqa,I-PER
16262,5043,Dartnell,I-PER
3609,806,-,O
9619,2121,Mama,B-ORG
5984,1318,Uru,I-LOC
8638,1902,León,I-PER
8731,1921,',O
12843,3231,Kulasay,B-LOC
4373,967,Totti,I-PER
8744,1924,",",O
4947,1086,",",O
11482,2622,distritu,I-LOC
16151,5005,Muñoz,I-PER
14238,4100,Turata,B-LOC
3284,731,',O
16735,5185,Quispe,I-PER
4258,943,suyu,I-ORG
7275,1608,Kampana,B-ORG
2349,518,tarirqaptinku,O
3531,787,ñiqin,I-PER
3726,831,sutichasqa,O
1954,428,Qipa,B-ORG
17171,5334,Grimm,I-PER
5792,1278,4,O
16924,5248,Richard,B-PER
7569,1666,mamallaqta,I-ORG
6086,1342,distritu,I-LOC
4593,1012,'Myrmecophaga,O
7307,1616,ñawra,I-ORG
15940,4935,Moreno,I-PER
1827,400,.,O
3312,736,Antikuna,B-LOC
15698,4844,Saavedra,I-PER
9154,2020,',O
2097,461,Pachantin,I-ORG
8945,1972,-,O
5373,1184,Wanuku,B-LOC
15482,4760,Augusto,I-PER
13852,3849,Uyutun,B-LOC
8999,1985,Baños,B-LOC
6960,1536,Kathuliku,I-ORG
573,135,parki,I-ORG
4753,1044,Qhichwa,B-ORG
3309,736,Kunti,I-LOC
15121,4614,Gregorio,B-PER
1520,339,Friedrich,I-PER
3732,833,km,O
9537,2102,Yachay,I-ORG
11149,2467,Lamarquchaga,B-LOC
3311,736,",",O
7994,1760,'Larus,O
6093,1343,.,O
13682,3735,Pedro,I-LOC
11901,2804,Wayllan,B-LOC
13579,3651,ñiqin,I-LOC
14138,4036,Tamshiyaku ,B-LOC
6231,1374,",",O
12503,3077,distritu,I-LOC
14537,4298,Kuyukuyu,B-LOC
6338,1396,Piluta,B-ORG
5465,1201,lagothricha,O
11282,2544,La,B-LOC
2770,617,wari,I-ORG
2271,502,2007,O
2756,613,munisipyu,I-LOC
442,106,wasi,I-ORG
13474,3593,Los,B-LOC
3329,739,Noel,B-ORG
7796,1717,',O
5393,1185,Hayt'ay,I-ORG
9427,2082,T'uru,B-ORG
3467,774,sallqa,I-ORG
2224,491,suyup,I-ORG
12796,3214,distritu,I-LOC
8025,1768,',O
9422,2081,Apulupampa,B-ORG
8039,1771,),O
5000,1096,',O
5410,1189,',O
2099,461,1990,I-ORG
9739,2145,',O
15842,4901,Emiliano,B-PER
7167,1583,',O
5582,1231,Mayupura,B-LOC
5902,1302,Gutiérrez,I-PER
12408,3036,Kankallu,B-LOC
10199,2250,Mama,I-ORG
13894,3879,pruwinsya,I-LOC
12889,3248,distritu,I-LOC
17165,5332,Paloma,B-PER
12032,2868,distritu,I-LOC
3480,777,qillqasqakunanpi,O
11910,2808,Pararin,B-LOC
5290,1164,.,O
12129,2913,Gamarra,B-LOC
6683,1473,),O
14526,4290,Sina,B-LOC
7065,1558,',O
1984,433,José,B-PER
1489,333,Kupa,I-ORG
14407,4201,Chukuwitu,B-LOC
16723,5181,Armstrong,I-PER
14506,4270,Qunima,B-LOC
13140,3364,Wanukiti,B-LOC
1796,393,',O
11335,2564,distritu,I-LOC
15697,4844,Cornelio,B-PER
9297,2050,la,I-PER
7599,1672,pruwinsya,I-LOC
16061,4972,Jean,I-PER
12428,3045,Wankasanku,B-LOC
546,129,Harvard,B-ORG
14057,3983,Qaranya,B-LOC
8829,1944,Machu,B-LOC
82,19,Atlántico,B-ORG
11693,2711,distritu,I-LOC
1804,396,Kupa,I-ORG
16769,5199,Efraín,I-PER
3062,681,Tukuy,B-ORG
13435,3567,Tournavista,B-LOC
17352,5380,kawsay,I-LOC
16957,5261,Guardia,I-PER
11721,2723,distritu,I-LOC
9692,2137,Such'i,B-LOC
4765,1047,(,O
15230,4666,Estela,I-PER
15881,4915,Cantona,I-PER
4089,908,Cichla,O
6282,1383,.,O
8887,1956,rikchasapa,I-PER
5252,1154,Awya,B-LOC
17133,5319,Anne,B-PER
11112,2446,',O
3612,807,',O
9997,2202,distritu,I-LOC
8808,1939,',O
8256,1825,Carvalho,I-PER
200,48,Harrison,I-PER
16201,5022,Jair,B-PER
8055,1775,y,O
10544,2325,.,O
8830,1944,Such'i,I-LOC
7551,1663,Killapampa,B-LOC
9218,2034,pusapuna,O
14084,4004,Tumas,B-LOC
653,151,Bioy,I-PER
939,214,Hayt'ay,I-ORG
11036,2429,',O
13204,3400,Anchunqa,B-LOC
15137,4622,Doroteo,B-PER
14755,4419,Sitajara,B-LOC
14618,4342,Recodo,I-LOC
7200,1590,.,O
16516,5118,Darío,I-PER
6137,1355,',O
1198,273,llaqtam,O
7278,1609,Carl,B-PER
14824,4456,Irazola,B-LOC
3482,777,sutiwan,O
2633,584,compartido,O
12371,3019,Valdivia,I-LOC
13058,3325,distritu,I-LOC
12731,3184,distritu,I-LOC
3876,863,Liebig,I-PER
7002,1545,Polk,I-PER
11879,2793,Bolognesi,B-LOC
17072,5298,Tiziano,B-PER
0,0,Tiñiqi,B-ORG
8682,1909,',O
8278,1830,Murlupu,B-ORG
13808,3825,Anqasmarka,B-LOC
14285,4130,Wiqu,B-LOC
15364,4719,Ana,B-PER
8439,1859,Rikuway,B-LOC
8898,1959,kiti,I-LOC
9944,2190,chunka,O
15080,4595,San,I-PER
455,109,",",O
14770,4427,Sal,I-LOC
5258,1155,),I-PER
528,124,Monroe,I-PER
7793,1716,.,O
925,210,',O
7395,1634,.,O
14608,4336,Saposoa,I-LOC
6737,1486,Víctor,B-PER
13667,3722,Ullqumayu,B-LOC
10387,2291,),O
11799,2757,Uqu,B-LOC
13499,3604,Rosario,I-LOC
47,11,Sánchez,I-PER
875,200,',O
11601,2668,mayu,I-LOC
870,199,'Podiceps,O
7227,1597,suyu,I-LOC
3004,670,pusapuna,O
12050,2875,distritu,I-LOC
4042,896,de,I-PER
4506,993,.,O
275,67,PUSAPUNA,O
5516,1214,runakunap,I-ORG
6306,1389,Piluta,B-ORG
7249,1601,Pachantin,I-ORG
11703,2716,distritu,I-LOC
14131,4032,Castilla,I-LOC
2947,657,Chimpurasu,B-LOC
5081,1112,(,O
16552,5130,Manuel,B-PER
17487,5417,qucha,I-LOC
7034,1553,Annan,I-PER
12808,3220,San,B-LOC
4474,987,Haydn,I-PER
5778,1275,',O
10922,2404,Sapahaqui,O
16938,5253,Chespirito,B-PER
16037,4963,José,I-PER
13318,3491,Marañun ,B-LOC
17422,5395,Paqaypampa,B-LOC
12855,3236,distritu,I-LOC
15028,4583,San,I-ORG
10164,2243,'Tapirus,O
8822,1942,(,O
8902,1960,',O
10350,2283,munisipyu,I-LOC
7292,1612,marka,I-LOC
6134,1353,.,O
17548,5457,Singapur,B-LOC
6635,1463,',O
1334,302,suyu,I-LOC
856,194,.,O
5041,1103,.,O
6759,1491,Yachay,I-ORG
9058,1998,.,O
14029,3962,Karkin,B-LOC
2568,569,Avelino,I-PER
3332,740,Hayt'ay,I-ORG
15414,4735,Hussein,I-PER
8831,1945,',O
3745,836,parki,I-ORG
7597,1672,",",O
12202,2943,Puluwaya,B-LOC
2240,495,PUSAPUNA,O
17223,5350,wari,I-LOC
14396,4195,Lobitos,B-LOC
5666,1252,Kunti,I-LOC
11738,2730,distritu,I-LOC
3450,769,Stéfano,I-PER
16902,5241,Ramón,B-PER
13645,3702,Mulinus,B-LOC
6110,1347,Mera,B-LOC
16697,5173,Miguel,B-PER
15745,4864,Fonseca,I-PER
14264,4113,Palkasu,B-LOC
14153,4044,Teniente,B-LOC
14687,4380,de,I-LOC
11042,2431,(,O
10100,2227,lagotricha,O
2075,455,parki,I-ORG
15626,4814,Raquel,B-PER
12282,2975,distritu,I-LOC
13790,3810,Waylillas,B-LOC
8167,1804,Miguel,I-PER
9560,2108,-,I-ORG
12424,3043,Wamanqaqa,B-LOC
5287,1162,',O
4295,951,Awya,B-LOC
10886,2398,parki,I-ORG
1749,385,San,B-LOC
9763,2149,(,O
9612,2119,runakunap,I-ORG
11054,2433,femoralis,O
2455,543,Gianluigi,B-PER
2888,645,Pepe,I-PER
13620,3680,Tunan,B-LOC
17465,5406,walla,I-LOC
2544,564,",",O
15278,4686,García,I-PER
7235,1598,",",O
13124,3356,Kintiarina,I-LOC
8160,1801,Chimpurasu,I-LOC
15392,4727,Alexandre,I-PER
4549,1002,sallqa,I-ORG
2076,456,unquy,I-ORG
7940,1751,(,I-ORG
2181,481,Kupa,I-ORG
8127,1793,Pachantin,I-ORG
5884,1298,(,O
17400,5391,ñiqpi,I-LOC
7507,1655,Mana,B-ORG
8846,1948,Blokhin,I-PER
12151,2922,distritu,I-LOC
8774,1931,pusapuna,O
7743,1707,Bernardo,B-ORG
51,12,'Ara,O
15978,4946,Calderón,I-PER
15614,4810,Oscar,B-PER
11972,2838,distritu,I-LOC
13312,3488,pruwinsya,I-LOC
8973,1978,",",O
13023,3309,Salvador,I-LOC
17406,5392,Rosa,I-LOC
11747,2734,distritu,I-LOC
15720,4853,Carpio,I-PER
12827,3223,distritu,I-LOC
4257,943,chaku,I-ORG
13560,3638,Awaq,B-LOC
15929,4932,Alejandro,I-PER
6382,1404,Suwit,I-LOC
5034,1102,Kupa,I-ORG
17505,5427,Salinas,B-LOC
13233,3424,Wamatampu,B-LOC
16371,5071,Aramburu,I-PER
11529,2641,Santo,B-LOC
7228,1597,",",O
1196,273,Uma,B-LOC
5174,1134,churintaq,O
7236,1598,Quripata,B-LOC
15176,4647,Ana,B-PER
5415,1190,Qhichwa,B-ORG
4427,978,PUSAPUNA,O
15560,4786,Pedro,B-PER
1099,249,),I-PER
11655,2694,distritu,I-LOC
14419,4207,Punu,B-LOC
6238,1375,allpa,I-ORG
10949,2410,',O
8270,1828,Wantar,B-LOC
2798,625,Hayt'ay,I-ORG
1081,246,San,B-LOC
4314,954,Eda,B-PER
15330,4708,Carpentier,I-PER
8897,1959,Maná,I-LOC
4842,1065,Hugo,B-PER
9092,2006,iskay,I-PER
4577,1008,',O
12284,2976,distritu,I-LOC
14327,4153,distritu,I-LOC
14083,4003,Tawripampa,B-LOC
5138,1125,Gobierno,O
1154,262,Miguel,B-PER
12274,2972,Bella,B-LOC
6039,1331,Berti,B-PER
5847,1290,Pinto,I-PER
10905,2400,.,O
3197,711,Meazza,I-PER
5458,1200,Allpapura,B-LOC
16829,5217,Rivero,I-PER
8506,1875,.,O
6378,1403,",",O
17334,5376,mama,I-LOC
3379,751,III,I-PER
349,85,Σωκράτης,O
14269,4117,Uqshapampa,B-LOC
15288,4690,Hayworth,I-PER
1368,309,',O
16159,5008,de,I-PER
12039,2871,Arguedas,I-LOC
10819,2382,(,O
4835,1063,',O
12314,2991,distritu,I-LOC
3137,698,VIII,I-PER
14203,4073,Iñapari,B-LOC
12924,3262,distritu,I-LOC
16536,5125,Caballero,I-PER
12447,3053,Aqus,B-LOC
83,20,.,O
9446,2085,Alzamendi,I-PER
643,149,Warmi,B-LOC
5729,1266,',O
10201,2250,San,I-ORG
16272,5046,Francisco,I-PER
4423,977,de,I-PER
16517,5119,Magdalena,B-PER
14423,4208,de,I-LOC
14233,4095,Paqucha,B-LOC
15905,4925,de,I-PER
15553,4782,Darwin,I-PER
14692,4382,Papaplaya,B-LOC
2998,668,llaqta,I-LOC
10947,2410,',O
17135,5319,Zogheb,I-PER
10893,2399,',O
12830,3225,Toribio,B-LOC
17347,5379,mama,I-LOC
8541,1881,Mar,I-PER
9672,2133,Hayt'ay,I-ORG
